0,5,2
7,6,7
11,6,2
4,5,1
10,10,10
11,10,10
8,7,8
11,11,10
10,11,10,11,stats
11,10,11
9,8,8
10,8,10
8,2,5
11,11,11
4,8,5
11,9,7
7,10,8
8,11,9
8,8,9,10,9,"stats, physics"
10,8,11
10,9,8
7,5,6
12,12,11
5,5,5
10,8,10
11,9,8,7,stats
11,11,11
8,7,5
4,6,5
11,11,11
