9,10,9,11,"eng, psych, asr"
10,11,11,10,"eng, cs, psych"
1,0,5,eng
8,5,4,7,7,"trig, ab, cs"
5,7,2,eng
9,7,8
10,5,9,eng
9,8,6,11,"eng, apes (c)"
8,5,5
10,9,8
10,8,8,eng
10,7,8
6,6,4
9,8,10,eng
9,8,9,"eng, ab, physics"
10,9,9,"eng, physics"
10,11,11,11,12,"eng, stats, calc, cs, physics"
7,4,2,eng
9,9,8,physics
7,7,8
10,8,8,8,"cs, physics"
10,10,11,11,"eng, ab, physics, bio"
5,5,7
9,11,11,11,"eng, bio"
11,11,11,11,"eng, cs, physics"
1,2,6,eng
11,7,6,physics
6,5,2
8,3,7
7,6,7
